date,close,signal,position,regime_label,regime_entropy,predicted_return,gross_return,transaction_cost,strategy_return,lgbm_naive_equity,gross_equity,equity
2021-02-15,47945.05859375,HOLD,0,BULL,0.0,-0.0070166330692642,0.0,0.0,0.0,0.8494327192804779,1.0,1.0
2021-02-16,49199.87109375,HOLD,0,BULL,0.0,0.0013562779998304,0.0,0.0,0.0,0.898881724858442,1.0,1.0
2021-02-17,52149.0078125,HOLD,0,BULL,0.0,0.0005651229813391,-0.0,0.0,-0.0,0.8907574281521868,1.0,1.0
2021-02-18,51679.796875,HOLD,0,BULL,0.0,0.0059735001553828,0.0,0.0,0.0,0.9604904940565336,1.0,1.0
2021-02-19,55888.1328125,HOLD,0,BULL,0.0,0.0003070754360493,0.0,0.0,0.0,0.9641165219411776,1.0,1.0
2021-02-20,56099.51953125,HOLD,0,BULL,0.0,-0.0008645161543151,0.0,0.0,0.0,0.9396740858973622,1.0,1.0
2021-02-21,57539.9453125,HOLD,0,BULL,0.0,-0.0100490552644173,-0.0,0.0,-0.0,0.9957382811584287,1.0,1.0
2021-02-22,54207.3203125,HOLD,0,BULL,0.0,0.0025150914869712,-0.0,0.0,-0.0,0.89159874956446,1.0,1.0
2021-02-23,48824.42578125,HOLD,0,BULL,0.0,0.0099541943652057,0.0,0.0,0.0,0.9075418688049103,1.0,1.0
2021-02-24,49705.33203125,HOLD,0,BULL,0.0,-0.0070377614562148,-0.0,0.0,-0.0,0.9565216849754683,1.0,1.0
2021-02-25,47093.8515625,HOLD,0,BULL,0.0,0.0094166664832547,-0.0,0.0,-0.0,0.9410814397604453,1.0,1.0
2021-02-26,46339.76171875,HOLD,0,BULL,0.0,-0.006089774857436,-0.0,0.0,-0.0,0.9441592865863111,1.0,1.0
2021-02-27,46188.453125,HOLD,0,BULL,0.0,-0.0047901306127034,-0.0,0.0,-0.0,0.9658848417255953,1.0,1.0
2021-02-28,45137.76953125,HOLD,0,BULL,0.0,-0.0141865228203068,0.0,0.0,0.0,0.8742212495034415,1.0,1.0
2021-03-01,49631.2421875,HOLD,0,BULL,0.0,-0.0112018037784428,-0.0,0.0,-0.0,0.8965619081501753,1.0,1.0
2021-03-02,48378.98828125,HOLD,0,BULL,0.0,0.0051850166689104,0.0,0.0,0.0,0.9357100397302774,1.0,1.0
2021-03-03,50538.2421875,HOLD,0,BULL,0.0,0.0034049675708205,-0.0,0.0,-0.0,0.8983694805418503,1.0,1.0
2021-03-04,48561.16796875,HOLD,0,BULL,0.0,0.0096890656053596,0.0,0.0,0.0,0.9051175111839763,1.0,1.0
2021-03-05,48927.3046875,HOLD,0,BULL,0.0,0.0090898970393742,-0.0,0.0,-0.0,0.9048414258690693,1.0,1.0
2021-03-06,48912.3828125,HOLD,0,BULL,0.0,-0.0083384316841219,0.0,0.0,0.0,0.8633638357060888,1.0,1.0
2021-03-07,51206.69140625,HOLD,0,BULL,0.0,0.0038213940035688,0.0,0.0,0.0,0.8807201567578357,1.0,1.0
2021-03-08,52246.5234375,HOLD,0,BULL,0.0,0.0081668298006987,0.0,0.0,0.0,0.9231328566546271,1.0,1.0
2021-03-09,54824.1171875,HOLD,0,BULL,0.0,0.0071684761383043,0.0,0.0,0.0,0.9428640643102301,1.0,1.0
2021-03-10,56008.55078125,HOLD,0,BULL,0.0,0.0124319843589375,0.0,0.0,0.0,0.9726331117806946,1.0,1.0
2021-03-11,57805.12109375,HOLD,0,BULL,0.0,0.0239251288702373,-0.0,0.0,-0.0,0.9646411091684626,1.0,1.0
2021-03-12,57332.08984375,HOLD,0,BULL,0.0,0.0116679663151718,0.0,0.0,0.0,1.0282982209144995,1.0,1.0
2021-03-13,61243.0859375,HOLD,0,BULL,0.0,0.0128732912454925,-0.0,0.0,-0.0,0.9951843521741186,1.0,1.0
2021-03-14,59302.31640625,HOLD,0,BULL,0.0,0.0080175271737292,-0.0,0.0,-0.0,0.9365130512785337,1.0,1.0
2021-03-15,55907.19921875,HOLD,0,BULL,0.0,0.0027979424921123,0.0,0.0,0.0,0.9514312092828396,1.0,1.0
2021-03-16,56804.90234375,HOLD,0,BULL,0.0,0.0107562294083824,0.0,0.0,0.0,0.9854203157973508,1.0,1.0
2021-03-17,58870.89453125,HOLD,0,BULL,0.0,0.0119178999780533,-0.0,0.0,-0.0,0.9683339632400235,1.0,1.0
2021-03-18,57858.921875,HOLD,0,BULL,0.0,0.0068332577430211,0.0,0.0,0.0,0.9764624674749731,1.0,1.0
2021-03-19,58346.65234375,HOLD,0,BULL,0.0,0.0117108217602618,-0.0,0.0,-0.0,0.9759099077479167,1.0,1.0
2021-03-20,58313.64453125,HOLD,0,BULL,0.0,-0.0018250584470961,-0.0,0.0,-0.0,0.9892251289783557,1.0,1.0
2021-03-21,57523.421875,HOLD,0,BULL,0.0,0.0090786510813158,-0.0,0.0,-0.0,0.9363442389323958,1.0,1.0
2021-03-22,54529.14453125,HOLD,0,BULL,0.0,0.0125053812983703,0.0,0.0,0.0,0.939939908894868,1.0,1.0
2021-03-23,54738.9453125,HOLD,0,BULL,0.0,0.0046056048153019,-0.0,0.0,-0.0,0.9055834530193893,1.0,1.0
2021-03-24,52774.265625,HOLD,0,BULL,0.0,0.0257670738573362,-0.0,0.0,-0.0,0.8870321839431227,1.0,1.0
2021-03-25,51704.16015625,BUY,1,BULL,0.0,0.0238970493694339,0.045414769225569626,0.0010596333610161516,0.044355135864553474,0.9440580809346991,1.0454147692255695,1.0443551358645535
2021-03-26,55137.3125,BUY,1,BULL,0.0,-0.0064503598866831,0.006402149963384025,0.0,0.006402149963384025,0.9298482046335237,1.052107671352088,1.0510412540593885
2021-03-27,55973.51171875,BUY,1,BULL,0.0,-0.007490803993765,-0.0001686765035527278,0.0,-0.0001686765035527278,0.9302264707259554,1.0519302055087234,1.0508639680955643
2021-03-28,55950.74609375,BUY,1,BULL,0.0,-0.017547444032581,0.013166800732227502,0.0,0.013166800732227502,0.9007801244526837,1.0657807609088679,1.0647004845601564
2021-03-29,57750.19921875,BUY,1,BULL,0.0,0.0139532062429738,0.009610624111869612,0.0,0.009610624111869612,0.9188088872672789,1.0760235791876254,1.0749329207089895
2021-03-30,58917.69140625,BUY,1,BULL,0.0,0.0086169375885175,9.238486324626905e-06,0.0,9.238486324626905e-06,0.9188266748997804,1.0760335200167466,1.0749428514620774
2021-03-31,58918.83203125,BUY,1,BULL,0.0,0.0198336168366556,0.0017622544461927485,0.0,0.0017622544461927485,0.9215824500729553,1.0779297648716486,1.0768371742814695
2021-04-01,59095.80859375,BUY,1,BULL,0.0,0.0194544669926009,0.0033632554188997095,0.0,0.0033632554188997095,0.9260706403251281,1.0815551179945466,1.0804588527431445
2021-04-02,59384.3125,BUY,1,BULL,0.0,0.0385789651105928,-0.0304399811679686,0.0,-0.0304399811679686,0.8978810674734226,1.0486326005706725,1.047569705612878
2021-04-03,57603.890625,BUY,1,BULL,0.0,0.0197573063495124,0.016418711868562422,0.0,0.016418711868562422,0.9157009925948866,1.0658497970954237,1.0647694507715706
2021-04-04,58758.5546875,BUY,1,BULL,0.0,0.0271981753847155,0.00405374005116094,0.0,0.00405374005116094,0.9203538591870805,1.0701704751064312,1.069085749339416
2021-04-05,59057.87890625,BUY,1,BULL,0.0,0.0192968992931885,-0.014000897155073603,0.0,-0.014000897155073603,0.9067658491006436,1.0551871283460699,1.05411758971296
2021-04-06,58192.359375,BUY,1,BULL,0.0,-0.0034925541493556,-0.037060542294833396,0.0,-0.037060542294833396,0.9407957475456015,1.0160813211470365,1.015051420195675
2021-04-07,56048.9375,BUY,1,BULL,0.0,0.0051083418913163,0.03029622402721124,0.0,0.03029622402721124,0.9782278236528615,1.046864748482372,1.0458036454210622
2021-04-08,58323.953125,BUY,1,BULL,0.0,0.0112862496394665,-0.0007866058926391236,0.0,-0.0007866058926391236,0.9769027653146498,1.0460412785024198,1.0449810101110304
2021-04-09,58245.00390625,BUY,1,BULL,0.0,0.0106022919249524,0.015320236720765708,0.0,0.015320236720765708,1.0025310259810942,1.0620668785087692,1.0609903665546363
2021-04-10,59793.234375,BUY,1,BULL,0.0,0.0204461474347612,0.004189803531770782,0.0,0.004189803531770782,1.0094106990391916,1.066516730067322,1.0654357077396015
2021-04-11,60204.96484375,BUY,1,BULL,0.0,0.0214706541374095,-0.0032606459604455403,0.0,-0.0032606459604455403,1.0041742609199267,1.0630391965996804,1.061961699103046
2021-04-12,59893.453125,BUY,1,BULL,0.0,0.015310916106755,0.03651840089359638,0.0,0.03651840089359638,1.0629457119378538,1.1018596881467142,1.1007428421645358
2021-04-13,63503.45703125,BUY,1,BULL,0.0,0.0193120492228943,-0.0031234159794332784,0.0,-0.0031234159794332784,1.0563342553536739,1.0984181219896634,1.0973047643820721
2021-04-14,63109.6953125,BUY,1,BULL,0.0,0.0203717286920287,0.002054944808165571,0.0,0.002054944808165571,1.0597485929304415,1.100675310606641,1.0995596651106143
2021-04-15,63314.01171875,BUY,1,BULL,0.0,0.0313159926617781,-0.019095397757837328,0.0,-0.019095397757837328,1.0301957846372842,1.079657477748376,1.0785631359468528
2021-04-16,61572.7890625,BUY,1,BULL,0.0,0.0209128392410214,-0.008428021253304455,0.0,-0.008428021253304455,1.0152137234713252,1.0705581015796237,1.0694729829140621
2021-04-17,60683.8203125,BUY,1,BULL,0.0,0.0137057452687498,-0.04464582989246359,0.0,-0.04464582989246359,0.9375778619532992,1.0227621466865011,1.0217254740442954
2021-04-18,56216.18359375,BUY,1,BULL,0.0,0.0129625746828672,-0.003503321774122895,0.0,-0.003503321774122895,0.9293375097032832,1.0191790817882656,1.0181460409438998
2021-04-19,55724.265625,HOLD,0,BULL,0.0,0.015101951297709,0.0,0.0,0.0,0.9417418426335159,1.0191790817882656,1.0181460409438998
2021-04-20,56473.03125,HOLD,0,BULL,0.0,0.0072200866017786,-0.0,0.0,-0.0,0.8979322517481132,1.0191790817882656,1.0181460409438998
2021-04-21,53906.08984375,HOLD,0,BULL,0.0,0.0137763161827092,-0.0,0.0,-0.0,0.8614924694951626,1.0191790817882656,1.0181460409438998
2021-04-22,51762.2734375,HOLD,0,BULL,0.0,0.0080639539218148,-0.0,0.0,-0.0,0.8502919451382318,1.0191790817882656,1.0181460409438998
